Order,Family,Genus,Species,genspec,ActivityCycle,Mass.g,Forearm.mm,BodyLen.mm,AgeatFirstBirth,BasalMetRate.mL02hr,BasalMetRateMass.g,DietBreadth,DispersalAge,GestationLen,HabitatBreadth,MaxLongevity.m,SexualMaturityAge.d,TeatNumber,Terrestriality,TrophicLevel,References,Mass.g.EXT,Area.km2,MaxLat.dd,MinLat.dd,MRLat.dd,MaxLong.dd,MinLong.dd,MRLong.dd,PrecipMean.mm,TempMean.C,AETMean.mm,PETMean.mm
Carnivora,Mustelidae,Conepatus,semistriatus,Conepatus_semistriatus,1,2020,NA,NA,NA,NA,NA,6,NA,NA,2,NA,NA,6,1,2,730;890;1113;1573;2151;2655,NA,2032658,21.6,-13.02,4.29,-34.79,-97.28,-66.03,130.15,243.25,1187.42,1581.66
Insectivora,Soricidae,Congosorex,polli,Congosorex_polli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,-6.34,-6.78,-6.56,22.86,22.43,22.64,138.49,238.5,1256.74,1539.25
Rodentia,Muridae,Conilurus,albipes,Conilurus_albipes,NA,200,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2655;2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Insectivora,Soricidae,Crocidura,usambarae,Crocidura_usambarae,NA,11.6,NA,79.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1393;2655,NA,4845,-3.89,-5.18,-4.53,38.81,37.67,38.24,107.72,236.12,1068.83,1575.02
Insectivora,Soricidae,Crocidura,viaria,Crocidura_viaria,NA,15.8,NA,88.8,NA,22.95,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1430;1822;2655,NA,4924759,31.54,0.59,16.06,40.95,-16.88,12.03,39.36,255.52,476.26,1506.65
Insectivora,Soricidae,Crocidura,voi,Crocidura_voi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323751,14.76,-3.81,5.47,45.31,-3.95,20.67,64.07,266.16,698.8,1675.43
Insectivora,Soricidae,Crocidura,whitakeri,Crocidura_whitakeri,NA,5.46,NA,61.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430;2655,NA,1111960,37.34,24.88,31.11,11.25,-14.84,-1.79,15.63,187.43,221.63,1127.46
Insectivora,Soricidae,Crocidura,wimmeri,Crocidura_wimmeri,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,153,5.39,5.26,5.33,-4.05,-4.18,-4.12,167,262,1412,1606
Insectivora,Soricidae,Crocidura,xantippe,Crocidura_xantippe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25181,-2.65,-5.01,-3.83,38.77,37.54,38.16,76.16,233.87,994.86,1652.87
Insectivora,Soricidae,Crocidura,yankariensis,Crocidura_yankariensis,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,3217670,14.3,0.33,7.31,48.59,4.29,26.44,73.07,249,806.17,1618.98
Diprotodontia,Burramyidae,Cercartetus,concinnus,Cercartetus_concinnus,1,14.1,NA,NA,410.62,22.32,18.6,NA,NA,52.27,2,NA,NA,6,2,NA,511;955;1297;1760;1822;2484;2644;2655;2880;2969,NA,611283,-29.99,-37.65,-33.82,142.31,114.97,128.64,34.84,162.41,363.02,1088.35
Diprotodontia,Burramyidae,Cercartetus,lepidus,Cercartetus_lepidus,1,8.1,NA,NA,NA,18.77,12.6,2,NA,NA,2,NA,NA,4,2,2,511;955;1297;1466;1760;1822;2655;2969,NA,93698,-34.31,-43.64,-38.97,148.35,136.53,142.44,49.34,130.35,474.06,888.43
Diprotodontia,Burramyidae,Cercartetus,nanus,Cercartetus_nanus,1,27,NA,NA,152.08,55.9,65,4,NA,NA,2,96,167.91,4,2,2,511;543;955;1297;1412;1466;1573;1760;1822;2644;2655;2967;2969,NA,378749,-26.49,-43.64,-35.06,153.63,139.66,146.65,70.94,131.85,657.19,1010.73
Primates,Cercopithecidae,Cercocebus,agilis,Cercocebus_agilis,3,7120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544;1547;2655,NA,1692986,8.86,-9.94,-0.54,37.88,11.11,24.49,139.56,243.17,1383,1575.7
Primates,Cercopithecidae,Cercocebus,galeritus,Cercocebus_galeritus,3,7080,NA,510,2372.5,NA,NA,2,NA,174.49,2,252,2372.5,NA,2,1,208;543;730;904;930;1297;1347;1544;1547;1611;1848;2344;2493;2655;2660;2986;3086,NA,20246,-0.92,-3.29,-2.1,40.61,39.49,40.05,53.99,273.78,848.67,1747.56
Primates,Cercopithecidae,Cercocebus,torquatus,Cercocebus_torquatus,3,7290,NA,660,1704.55,NA,NA,1,NA,168.98,NA,360,1144.88,NA,NA,1,208;543;730;1297;1347;1544;1547;1577;1766;1768;1848;2344;2489;2493;2655;2660;2986,NA,803283,11.49,-2.58,4.45,11.42,-15.07,-1.82,181.03,254.12,1259.72,1558.24
Primates,Cercopithecidae,Cercopithecus,ascanius,Cercopithecus_ascanius,3,3540,NA,444.99,1825,NA,NA,4,NA,148.5,NA,339.6,1490.41,NA,NA,2,208;543;681;730;930;1297;1347;1544;1547;1848;2344;2463;2493;2655;2660;2986,NA,3012180,6.79,-12.21,-2.71,35.34,12.27,23.8,131.01,236.61,1302.52,1551.84
Primates,Cercopithecidae,Cercopithecus,campbelli,Cercopithecus_campbelli,3,3640,NA,454.99,NA,NA,NA,3,NA,180.92,NA,396,NA,NA,NA,1,208;543;681;730;1544;1547;1848;2344;2655;2660;2986,NA,533815,12.7,4.35,8.53,0.3,-16.79,-8.24,176.06,257.59,1235.92,1556.88
Primates,Cercopithecidae,Cercopithecus,cephus,Cercopithecus_cephus,3,3440,NA,520,1825,NA,NA,3,NA,169.57,1,276,1320.08,NA,2,2,208;543;681;730;904;1062;1297;1347;1544;1547;1611;1848;2344;2463;2493;2655;2660;2878;2986;3086,NA,898367,5.2,-6.05,-0.42,18.64,8.69,13.66,149.87,244.48,1299.85,1499.82
Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus_diana,3,4370,NA,470,1961.87,NA,NA,3,NA,NA,NA,447.6,1977.08,NA,NA,2,208;543;681;730;1347;1544;1547;1768;1848;2344;2489;2493;2655;2660;2986,NA,313531,8.95,4.35,6.65,-0.68,-12.73,-6.71,185.93,254.97,1340.75,1562.94
Primates,Cercopithecidae,Cercopithecus,dryas,Cercopithecus_dryas,3,2780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544;1848;2655;2660,NA,151925,0.95,-4.14,-1.59,24.52,21.18,22.85,161.66,248.93,1555.64,1610.36
Primates,Cercopithecidae,Cercopithecus,erythrogaster,Cercopithecus_erythrogaster,3,3440,NA,457.49,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,208;899;1544;1547;1848;2655;2660,NA,102344,7.66,4.45,6.06,6.75,1.55,4.15,137,263.19,1203.57,1586.83
Primates,Cercopithecidae,Cercopithecus,erythrotis,Cercopithecus_erythrotis,3,3250,NA,434.99,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,2,899;1544;1547;1848;2344;2655;2660,NA,87403,6.74,3.2,4.97,11.42,7.92,9.67,214.26,240.93,1236.12,1533.98
Primates,Cercopithecidae,Cercopithecus,hamlyni,Cercopithecus_hamlyni,3,4620,NA,560,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,543;1544;1547;1848;2344;2655;2660,NA,328373,2.5,-6.02,-1.75,30.03,25.05,27.54,126.88,226.21,1442.29,1596.11
Primates,Cercopithecidae,Cercopithecus,lhoesti,Cercopithecus_lhoesti,3,5320,NA,510,NA,NA,NA,3,NA,NA,NA,192,NA,NA,NA,2,208;543;681;1297;1544;1547;1848;2344;2493;2655;2660;2986,NA,451166,3.74,-6.02,-1.13,31.05,25.05,28.05,127.13,225.56,1418.46,1597.58
Primates,Cercopithecidae,Cercopithecus,mitis,Cercopithecus_mitis,3,5040,NA,574.99,2087.8,3455.75,8650,4,NA,138.48,NA,325.2,1779.37,NA,NA,2,208;543;681;730;1297;1544;1547;1748;1822;1848;2344;2489;2493;2655;2660;2986,NA,3406986,12,-33,-10.49,46.05,12.99,29.52,95.88,223.51,1034.61,1531.37
Primates,Cercopithecidae,Cercopithecus,mona,Cercopithecus_mona,3,3980,NA,510,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,208;543;1297;1544;1547;1848;2344;2655;2660;2986,NA,652362,10.08,3.58,6.83,13.4,-0.94,6.22,135.42,256.97,1141.88,1580.2
Primates,Cercopithecidae,Cercopithecus,neglectus,Cercopithecus_neglectus,3,5320,NA,510,1704.55,NA,NA,3,NA,172.51,2,315.6,1809.79,NA,2,2,208;543;681;730;904;930;1062;1297;1544;1547;1611;1763;1767;1848;2151;2344;2489;2493;2655;2660;2986,NA,2963266,8.48,-10.71,-1.11,36.62,9.31,22.96,138.29,241.12,1329.51,1559.68
Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus_nictitans,3,5260,NA,549.99,NA,NA,NA,4,NA,169.57,1,276,1472.16,NA,2,2,208;543;681;730;904;930;1062;1297;1347;1544;1547;1611;1848;2344;2655;2660;2878;2986,NA,2185669,9.44,-6.05,1.69,27.38,-11.45,7.96,148.27,246.96,1267.15,1553.94
Primates,Cercopithecidae,Cercopithecus,petaurista,Cercopithecus_petaurista,3,3240,NA,409.99,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA,NA,543;730;1544;1547;1848;2655;2660;2986,NA,619437,13.52,4.35,8.93,1.8,-16.82,-7.5,167.77,258.85,1205.31,1560.01
Primates,Cercopithecidae,Cercopithecus,pogonias,Cercopithecus_pogonias,3,3580,NA,459.99,1825,NA,NA,3,NA,169.57,1,289.2,1472.16,NA,2,2,208;543;681;730;904;930;1062;1347;1544;1547;1611;1848;2344;2493;2655;2660;2878;2986;3086,NA,1592653,9.13,-6.05,1.53,24.14,7.92,16.03,146.05,245.26,1269.59,1538.71
Primates,Cercopithecidae,Cercopithecus,preussi,Cercopithecus_preussi,3,5140,NA,545,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,899;1544;1547;2655;2660,NA,60553,6.42,3.14,4.78,10.48,7.86,9.17,234.82,245.41,1255.21,1565.51
Primates,Cercopithecidae,Cercopithecus,sclateri,Cercopithecus_sclateri,3,3070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544;1547;2655;2660,NA,30025,6.44,4.37,5.4,8.32,6.69,7.5,193.22,260.33,1260.96,1563.28
Primates,Cercopithecidae,Cercopithecus,solatus,Cercopithecus_solatus,3,5260,NA,NA,1733.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544;1547;1848;2344;2655;2660,NA,14716,-0.03,-1.58,-0.8,12.55,11.29,11.92,173.49,248.16,1278.58,1502.74
Primates,Cercopithecidae,Cercopithecus,wolfi,Cercopithecus_wolfi,3,3260,NA,479.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1544;1547;1848;2655;2660,NA,1439355,4.16,-7.77,-1.8,31.71,15.86,23.78,141.66,239.69,1428.73,1591.81
Carnivora,Canidae,Cerdocyon,thous,Cerdocyon_thous,1,5740,NA,651.78,NA,1556.56,5592.83,7,195,57.26,1,138,243.4,NA,1,2,367;543;730;890;1113;1297;1573;1822;2655,NA,7091683,12.22,-34.68,-11.22,-34.79,-76.57,-55.68,118.7,229.96,1176.04,1459.24
Artiodactyla,Cervidae,Cervus,albirostris,Cervus_albirostris,NA,161000,NA,NA,NA,NA,NA,NA,NA,263.41,NA,216,NA,NA,NA,NA,543;1297;2655;3010,NA,1061383,39.57,27.88,33.72,103.96,91.7,97.83,80.94,-33.28,445.65,803.84
Artiodactyla,Cervidae,Cervus,alfredi,Cervus_alfredi,NA,45800,NA,NA,NA,NA,NA,NA,NA,243.33,NA,NA,NA,NA,NA,NA,899;3010,NA,24505,11.94,9.03,10.48,123.56,121.84,122.7,160.44,253.32,1479.27,1759.33
Artiodactyla,Cervidae,Cervus,duvaucelii,Cervus_duvaucelii,2,169000,NA,1499.99,1095,NA,NA,2,NA,244.99,2,NA,732.49,NA,1,1,511;653;730;899;1297;2525;2553;2655;3010,NA,255737,29.44,22.08,25.76,93.68,77.22,85.45,101.07,245.48,790.72,1335.79
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,2,240000,NA,2139.97,993.71,NA,NA,5,NA,235.61,1,321.6,549.36,NA,1,1,177;216;511;543;653;730;764;1297;1404;1573;1577;1594;1763;2338;2525;2620;2655;2718;2986;3009;3010,NA,14167732,64.59,28.23,46.41,141.54,-124.73,8.4,44.42,27.73,421.62,662.37
Artiodactyla,Cervidae,Cervus,eldii,Cervus_eldii,NA,94700,NA,1650,958.12,NA,NA,3,NA,240.19,1,232.8,449.85,NA,1,1,543;899;1297;2525;2655;2986;3010,NA,119941,25.34,12.38,18.86,109.95,93.14,101.55,157.98,243.09,1139.95,1618.09
Artiodactyla,Cervidae,Cervus,mariannus,Cervus_mariannus,NA,49100,NA,1255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2152;2655,NA,220498,18.65,5.55,12.1,126.6,116.93,121.76,206.29,239.59,1469.48,1725.15
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,2,53000,NA,1201.64,1095,NA,NA,2,NA,223.66,1,305.04,451.11,4,1,1,653;935;1015;1297;1573;1594;2152;2525;2655;2986;3010,NA,2714653,47.71,20.22,33.97,145.82,107.98,126.9,88.81,98.55,789.14,883.95
Artiodactyla,Cervidae,Cervus,schomburgki,Cervus_schomburgki,NA,106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Cervidae,Cervus,timorensis,Cervus_timorensis,1,65800,NA,1634.99,NA,NA,NA,2,NA,250.29,NA,NA,639.13,NA,NA,1,1297;2152;2525;2655;2986;3010,NA,132249,-5.87,-8.84,-7.36,115.71,105.2,110.46,196.77,244.6,1370.42,1640.76
Artiodactyla,Cervidae,Cervus,unicolor,Cervus_unicolor,2,176000,NA,2039.99,788.4,NA,NA,3,NA,246,NA,317.04,549.36,NA,NA,1,653;730;789;1297;2133;2152;2525;2655;2986;3010,NA,7050571,29.99,-5.94,12.02,122,72.5,97.25,152.82,224.61,1103.12,1467.16
Chiroptera,Molossidae,Chaerephon,aloysiisabaudiae,Chaerephon_aloysiisabaudiae,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,19.8,686928,9.03,-1.32,3.85,32.53,-3.33,14.59,143.46,244.58,1459.3,1577.69
Chiroptera,Molossidae,Chaerephon,ansorgei,Chaerephon_ansorgei,NA,NA,45.99,NA,NA,NA,NA,NA,NA,68.43,1,NA,NA,NA,2,NA,1297;1658;2151,14.8,5163213,4.78,-28.43,-11.82,37.83,13.39,25.61,111.51,226.89,1125.34,1509.98
Chiroptera,Molossidae,Chaerephon,bemmeleni,Chaerephon_bemmeleni,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,12.6,3206708,8.83,-6.01,1.4,37.12,-10.01,13.55,128.81,239.37,1269.15,1583.01
Chiroptera,Molossidae,Chaerephon,bivittata,Chaerephon_bivittata,NA,15.3,48.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151;2622;2655,NA,3573027,16.83,-21.07,-2.12,44.06,26.14,35.1,73.12,220.86,871.55,1531.22
Chiroptera,Molossidae,Chaerephon,chapini,Chaerephon_chapini,NA,NA,36.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,7.63,2470841,3.22,-19.95,-8.36,37.75,12.17,24.96,101.02,224.06,1031.18,1498.69
Chiroptera,Molossidae,Chaerephon,gallagheri,Chaerephon_gallagheri,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,8.24,3529,-2.83,-3.44,-3.14,26.07,25.47,25.77,137.79,237.4,1411.79,1591.79
Chiroptera,Molossidae,Chaerephon,jobensis,Chaerephon_jobensis,NA,20.7,46.49,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,3,196;679;1658;2151;2622;2655,NA,2843102,-1.59,-27.1,-14.35,180,-180,-3.05E-05,67.02,246.8,632.7,1614.74
Chiroptera,Molossidae,Chaerephon,johorensis,Chaerephon_johorensis,NA,NA,47.24,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,3,76;679;1658;2151,15.9,24699,5.45,2.17,3.81,103.92,98.5,101.21,210.92,252,1682.41,1808.3
Chiroptera,Molossidae,Chaerephon,major,Chaerephon_major,NA,15,44.92,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;1938;2151;2655,NA,4903109,17.66,-8.26,4.7,39.59,-17.53,11.02,84.98,259.65,863.77,1619.59
Chiroptera,Molossidae,Chaerephon,nigeriae,Chaerephon_nigeriae,NA,20,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151;2622;2655,NA,6732377,12.82,-24.74,-5.95,40.84,4.74,22.79,99.84,233.35,980.1,1532.09
Chiroptera,Molossidae,Chaerephon,plicata,Chaerephon_plicata,NA,21.7,46.39,NA,NA,NA,NA,1,NA,88.87,1,NA,NA,NA,2,3,196;679;1297;1528;1621;1658;2143;2151;2655;2719,NA,4893585,31.02,-8.96,11.03,126.6,71.16,98.88,155.19,250.06,1101.45,1563.04
Chiroptera,Molossidae,Chaerephon,pumila,Chaerephon_pumila,NA,10.9,39,NA,152.08,NA,NA,1,NA,62.73,1,60,104.83,NA,2,3,44;196;1257;1258;1297;1384;1658;1685;1784;1885;1938;1956;2094;2143;2151;2295;2636;2655;2688;2719;2895;2896;2897;2900;3014;3023,NA,14805188,17.23,-34.83,-8.8,50.26,-17.53,16.36,96.83,239.27,963.93,1548.16
Chiroptera,Molossidae,Chaerephon,russata,Chaerephon_russata,NA,16.8,44.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1297;1658;2151;2271;2655,NA,1671004,7.94,-1.84,3.05,35.92,-1.56,17.17,139.02,240.19,1348.94,1576.48
Peramelemorphia,Peramelidae,Chaeropus,ecaudatus,Chaeropus_ecaudatus,2,220,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,2,955;1072;1297;1760;2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Heteromyidae,Chaetodipus,arenarius,Chaetodipus_arenarius,NA,23,NA,68.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;1724;2655,NA,87107,32.57,22.86,27.72,-109.72,-116.33,-113.03,13.35,181.15,201.56,1191.51
Rodentia,Heteromyidae,Chaetodipus,artus,Chaetodipus_artus,NA,NA,NA,88.94,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,315,21.7,89639,28.1,22.34,25.22,-105.29,-109.84,-107.57,39.44,195.18,775.7,1422.34
Rodentia,Heteromyidae,Chaetodipus,baileyi,Chaetodipus_baileyi,NA,26.3,NA,94.47,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,730;808;2233;2655,NA,325774,34.36,23.28,28.82,-108.48,-116.62,-112.55,19.22,190.44,370.72,1184.8
Rodentia,Heteromyidae,Chaetodipus,californicus,Chaetodipus_californicus,NA,22,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,1297;2655,NA,116216,38.95,30.61,34.78,-115.09,-122.51,-118.8,34.72,117.04,328.43,1146.7
Rodentia,Heteromyidae,Chaetodipus,fallax,Chaetodipus_fallax,NA,18.3,NA,83.48,NA,NA,NA,3,NA,NA,1,99.6,NA,NA,1,1,543;808;1297;1726;2655,NA,82998,34.73,27.56,31.14,-113.85,-117.82,-115.84,16.49,144.93,284.57,1150.02
Rodentia,Heteromyidae,Chaetodipus,formosus,Chaetodipus_formosus,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297;2655,NA,397045,41.69,26.75,34.22,-111.08,-120.6,-115.84,17.81,117.14,258.62,1043.37
Rodentia,Heteromyidae,Chaetodipus,goldmani,Chaetodipus_goldmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59093,30.84,25.25,28.04,-108.08,-110.63,-109.35,25.66,205.2,588.25,1331.91
Rodentia,Heteromyidae,Chaetodipus,hispidus,Chaetodipus_hispidus,NA,32,NA,105.11,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,2234;2655,NA,2344026,46.76,19.63,33.2,-93.12,-111.55,-102.34,44.13,149.22,617.57,1061.62
Rodentia,Heteromyidae,Chaetodipus,intermedius,Chaetodipus_intermedius,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655,NA,511920,37.45,26.99,32.22,-102.99,-114.94,-108.97,24.36,160.66,364,1166
Rodentia,Heteromyidae,Chaetodipus,lineatus,Chaetodipus_lineatus,1,23,NA,73.69,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,322;2655,NA,18026,23.7,21.81,22.75,-100.42,-101.8,-101.11,30.66,144.54,575.69,1168.48
Rodentia,Heteromyidae,Chaetodipus,nelsoni,Chaetodipus_nelsoni,1,15.3,NA,79.92,NA,NA,NA,3,NA,31.36,2,NA,NA,NA,1,2,327;2473;2655,NA,566702,32.46,21.08,26.77,-99.17,-106.12,-102.64,31.52,173.55,516.01,1155.75
Rodentia,Heteromyidae,Chaetodipus,penicillatus,Chaetodipus_penicillatus,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2473;2655;2888,NA,949725,37.45,21.74,29.59,-99.41,-118.07,-108.74,23.77,173.89,395.63,1149.27
Rodentia,Heteromyidae,Chaetodipus,pernix,Chaetodipus_pernix,NA,17,NA,71.98,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,316;2655,NA,99496,29.22,21.93,25.58,-104.89,-110.63,-107.76,38.96,212.41,733.83,1378.69
Rodentia,Heteromyidae,Chaetodipus,spinatus,Chaetodipus_spinatus,NA,16.4,NA,83.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723;2655,NA,126560,35.34,22.86,29.1,-109.39,-116.76,-113.07,12.35,177.58,215.47,1139.44
Rodentia,Echimyidae,Chaetomys,subspinosus,Chaetomys_subspinosus,1,1300,NA,600.63,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2,1,603;890;899;2655,NA,110202,-11.15,-21.41,-16.28,-37.29,-41.84,-39.57,127.76,227.64,1367.24,1632.72
Xenarthra,Dasypodidae,Chaetophractus,nationi,Chaetophractus_nationi,NA,2170,NA,NA,NA,559,2150,1,NA,NA,2,NA,NA,NA,1,3,890;1822;1946;2151;2655,NA,334227,-14.76,-23.71,-19.24,-64.98,-70.49,-67.74,47.35,43.91,510.76,1249.03
Xenarthra,Dasypodidae,Chaetophractus,vellerosus,Chaetophractus_vellerosus,2,939,NA,NA,NA,303.6,1100,5,NA,NA,2,NA,NA,NA,1,2,890;1170;1171;1172;1822;1946;2151;2655,NA,2372278,-9.69,-36.82,-23.25,-55.05,-69.37,-62.21,85.17,202.01,940.29,1254.06
Xenarthra,Dasypodidae,Chaetophractus,villosus,Chaetophractus_villosus,NA,4540,NA,NA,NA,808.12,4540,NA,NA,69.02,2,240,244.56,NA,1,NA,543;1297;1822;1946;2151;2655,NA,2743632,-13.83,-53.51,-33.67,-51.85,-72.8,-62.32,72.15,180.66,827.02,1085.2
Chiroptera,Vespertilionidae,Chalinolobus,alboguttatus,Chalinolobus_alboguttatus,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,9.22,701739,3.51,-1.72,0.89,28.05,14.08,21.07,153.37,248.39,1508.16,1588.51
Chiroptera,Vespertilionidae,Chalinolobus,argentatus,Chalinolobus_argentatus,NA,9.29,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2143;2151;2272;2655,NA,3176921,4.17,-10.15,-2.99,38.65,9.9,24.27,120.04,231.14,1181.3,1527.68
Chiroptera,Vespertilionidae,Chalinolobus,beatrix,Chalinolobus_beatrix,NA,6.42,37,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,196;1658;2151;2622;2655,NA,731056,8.88,-2.24,3.32,35.55,-7.07,14.24,130.36,243.83,1324.88,1585.09
Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus_dwyeri,NA,8.67,39.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,861;1297;1658;2143;2151;2622;2655,NA,521326,-22.13,-35.65,-28.89,153.63,147.82,150.73,65.83,176.14,753.57,1281.88
Chiroptera,Vespertilionidae,Chalinolobus,egeria,Chalinolobus_egeria,NA,NA,37.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151,8.56,284431,7.36,2.87,5.12,18.58,11.91,15.25,129.53,241.95,1179.46,1500.5
Chiroptera,Vespertilionidae,Chalinolobus,gleni,Chalinolobus_gleni,NA,10.8,39.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2143;2151;2272;2655,NA,211545,6.68,0.12,3.4,34.25,10.88,22.56,125.05,236.58,1246.73,1521.13
Chiroptera,Vespertilionidae,Chalinolobus,gouldii,Chalinolobus_gouldii,NA,14.1,43.85,NA,NA,25.2,17.5,1,NA,92.66,1,NA,NA,NA,2,3,196;1297;1384;1385;1388;1617;1658;1835;2143;2151;2186;2655;2719;3023,NA,7362807,-11.11,-43.64,-27.37,168.09,113.14,140.61,36.22,208.38,434.79,1334.78
Chiroptera,Vespertilionidae,Chalinolobus,kenyacola,Chalinolobus_kenyacola,NA,7.14,40.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2143;2151;2273;2655,NA,70,-2.16,-2.25,-2.21,40.16,40.08,40.12,66,272,887,1761
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus_morio,NA,8.83,37,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,3,196;1297;1388;1658;1784;1835;1838;2143;2151;2186;2655;2719;3116,NA,2259579,-19.7,-43.64,-31.67,153.63,114.14,133.89,40.72,172.07,455.18,1179.23
Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,Chalinolobus_nigrogriseus,NA,8.8,35,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1658;2151;2622;2655,NA,1435584,-8.74,-29.26,-19,153.63,122.13,137.88,76.24,248.59,812.54,1674.9
Chiroptera,Vespertilionidae,Chalinolobus,picatus,Chalinolobus_picatus,NA,NA,33.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1297;1658;2151,5.98,1033460,-20.79,-34.96,-27.88,147.5,138.61,143.05,26.49,209.29,334.82,1299.98
Chiroptera,Vespertilionidae,Chalinolobus,poensis,Chalinolobus_poensis,NA,6.91,37.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,196;1658;2151;2622;2655,NA,1787469,14.3,-2.97,5.66,29.85,-16.82,6.51,157.62,251.73,1304.57,1556.73
